full_path,canonical_match_id,final_authoritative_label,review_type,review_reason,suggested_action,manual_decision,manual_reason,reviewer_notes
C:\SKIN CANCER v2\DS\NV\ISIC_0000051_downsampled.jpg,ISIC_0000051_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000052_downsampled.jpg,ISIC_0000052_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000053_downsampled.jpg,ISIC_0000053_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000055_downsampled.jpg,ISIC_0000055_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000057_downsampled.jpg,ISIC_0000057_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000058_downsampled.jpg,ISIC_0000058_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000059_downsampled.jpg,ISIC_0000059_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000060_downsampled.jpg,ISIC_0000060_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000061_downsampled.jpg,ISIC_0000061_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000062_downsampled.jpg,ISIC_0000062_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000063_downsampled.jpg,ISIC_0000063_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000064_downsampled.jpg,ISIC_0000064_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000065_downsampled.jpg,ISIC_0000065_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000079_downsampled.jpg,ISIC_0000079_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000080_downsampled.jpg,ISIC_0000080_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000081_downsampled.jpg,ISIC_0000081_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000082_downsampled.jpg,ISIC_0000082_downsampled,NV,duplicate_family; quality_flag,downsampled_variant; very_low_sharpness,review_borderline,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000085_downsampled.jpg,ISIC_0000085_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000086_downsampled.jpg,ISIC_0000086_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000087_downsampled.jpg,ISIC_0000087_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000088_downsampled.jpg,ISIC_0000088_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000089_downsampled.jpg,ISIC_0000089_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000091_downsampled.jpg,ISIC_0000091_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000092_downsampled.jpg,ISIC_0000092_downsampled,NV,duplicate_family; quality_flag,downsampled_variant; very_low_sharpness,review_borderline,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000093_downsampled.jpg,ISIC_0000093_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000094_downsampled.jpg,ISIC_0000094_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000095_downsampled.jpg,ISIC_0000095_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000096_downsampled.jpg,ISIC_0000096_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000097_downsampled.jpg,ISIC_0000097_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000098_downsampled.jpg,ISIC_0000098_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000099_downsampled.jpg,ISIC_0000099_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000100_downsampled.jpg,ISIC_0000100_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000101_downsampled.jpg,ISIC_0000101_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000102_downsampled.jpg,ISIC_0000102_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000103_downsampled.jpg,ISIC_0000103_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000104_downsampled.jpg,ISIC_0000104_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000105_downsampled.jpg,ISIC_0000105_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000107_downsampled.jpg,ISIC_0000107_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000108_downsampled.jpg,ISIC_0000108_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000109_downsampled.jpg,ISIC_0000109_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000110_downsampled.jpg,ISIC_0000110_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000111_downsampled.jpg,ISIC_0000111_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000112_downsampled.jpg,ISIC_0000112_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000113_downsampled.jpg,ISIC_0000113_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000114_downsampled.jpg,ISIC_0000114_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000115_downsampled.jpg,ISIC_0000115_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000116_downsampled.jpg,ISIC_0000116_downsampled,NV,duplicate_family; quality_flag,downsampled_variant; very_low_sharpness,review_borderline,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000117_downsampled.jpg,ISIC_0000117_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000118_downsampled.jpg,ISIC_0000118_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000119_downsampled.jpg,ISIC_0000119_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000120_downsampled.jpg,ISIC_0000120_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000121_downsampled.jpg,ISIC_0000121_downsampled,NV,duplicate_family; quality_flag,downsampled_variant; very_low_sharpness,review_borderline,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000122_downsampled.jpg,ISIC_0000122_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000123_downsampled.jpg,ISIC_0000123_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000124_downsampled.jpg,ISIC_0000124_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000125_downsampled.jpg,ISIC_0000125_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000126_downsampled.jpg,ISIC_0000126_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000127_downsampled.jpg,ISIC_0000127_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000128_downsampled.jpg,ISIC_0000128_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000129_downsampled.jpg,ISIC_0000129_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000130_downsampled.jpg,ISIC_0000130_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000131_downsampled.jpg,ISIC_0000131_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000132_downsampled.jpg,ISIC_0000132_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000133_downsampled.jpg,ISIC_0000133_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000134_downsampled.jpg,ISIC_0000134_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000135_downsampled.jpg,ISIC_0000135_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000136_downsampled.jpg,ISIC_0000136_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000137_downsampled.jpg,ISIC_0000137_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000138_downsampled.jpg,ISIC_0000138_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000177_downsampled.jpg,ISIC_0000177_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000179_downsampled.jpg,ISIC_0000179_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000181_downsampled.jpg,ISIC_0000181_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000182_downsampled.jpg,ISIC_0000182_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000183_downsampled.jpg,ISIC_0000183_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000184_downsampled.jpg,ISIC_0000184_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000185_downsampled.jpg,ISIC_0000185_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000186_downsampled.jpg,ISIC_0000186_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000188_downsampled.jpg,ISIC_0000188_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000189_downsampled.jpg,ISIC_0000189_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000191_downsampled.jpg,ISIC_0000191_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000192_downsampled.jpg,ISIC_0000192_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000193_downsampled.jpg,ISIC_0000193_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000195_downsampled.jpg,ISIC_0000195_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000196_downsampled.jpg,ISIC_0000196_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000197_downsampled.jpg,ISIC_0000197_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000201_downsampled.jpg,ISIC_0000201_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000202_downsampled.jpg,ISIC_0000202_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000203_downsampled.jpg,ISIC_0000203_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000204_downsampled.jpg,ISIC_0000204_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000205_downsampled.jpg,ISIC_0000205_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000206_downsampled.jpg,ISIC_0000206_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000207_downsampled.jpg,ISIC_0000207_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000208_downsampled.jpg,ISIC_0000208_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000218_downsampled.jpg,ISIC_0000218_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000240.jpg,ISIC_0000240,NV,quality_flag,very_low_sharpness,review_borderline,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000245.jpg,ISIC_0000245,NV,quality_flag,very_low_sharpness,review_borderline,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000246.jpg,ISIC_0000246,NV,quality_flag,very_low_sharpness,review_borderline,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000247.jpg,ISIC_0000247,NV,quality_flag,very_low_sharpness,review_borderline,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000261.jpg,ISIC_0000261,NV,quality_flag,very_low_sharpness,review_borderline,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000265.jpg,ISIC_0000265,NV,quality_flag,very_low_sharpness,review_borderline,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000376_downsampled.jpg,ISIC_0000376_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000377_downsampled.jpg,ISIC_0000377_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000378_downsampled.jpg,ISIC_0000378_downsampled,NV,duplicate_family; quality_flag,downsampled_variant; very_low_sharpness,review_borderline,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000379_downsampled.jpg,ISIC_0000379_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000380_downsampled.jpg,ISIC_0000380_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000381_downsampled.jpg,ISIC_0000381_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000382_downsampled.jpg,ISIC_0000382_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000383_downsampled.jpg,ISIC_0000383_downsampled,NV,duplicate_family; quality_flag,downsampled_variant; very_low_sharpness,review_borderline,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000384_downsampled.jpg,ISIC_0000384_downsampled,NV,duplicate_family; quality_flag,downsampled_variant; very_low_sharpness,review_borderline,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000385_downsampled.jpg,ISIC_0000385_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000386_downsampled.jpg,ISIC_0000386_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000387_downsampled.jpg,ISIC_0000387_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000388_downsampled.jpg,ISIC_0000388_downsampled,NV,duplicate_family; quality_flag,downsampled_variant; very_low_sharpness,review_borderline,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000391_downsampled.jpg,ISIC_0000391_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000392_downsampled.jpg,ISIC_0000392_downsampled,NV,duplicate_family; quality_flag,downsampled_variant; very_low_sharpness,review_borderline,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000396_downsampled.jpg,ISIC_0000396_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000397_downsampled.jpg,ISIC_0000397_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000403_downsampled.jpg,ISIC_0000403_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000407_downsampled.jpg,ISIC_0000407_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000408_downsampled.jpg,ISIC_0000408_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000409_downsampled.jpg,ISIC_0000409_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000416_downsampled.jpg,ISIC_0000416_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000418_downsampled.jpg,ISIC_0000418_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000419_downsampled.jpg,ISIC_0000419_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000421_downsampled.jpg,ISIC_0000421_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000423_downsampled.jpg,ISIC_0000423_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000425_downsampled.jpg,ISIC_0000425_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000426_downsampled.jpg,ISIC_0000426_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000427_downsampled.jpg,ISIC_0000427_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000431_downsampled.jpg,ISIC_0000431_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000433_downsampled.jpg,ISIC_0000433_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000436_downsampled.jpg,ISIC_0000436_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000439_downsampled.jpg,ISIC_0000439_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000442_downsampled.jpg,ISIC_0000442_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000443_downsampled.jpg,ISIC_0000443_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000447_downsampled.jpg,ISIC_0000447_downsampled,NV,duplicate_family; quality_flag,downsampled_variant; very_low_sharpness,review_borderline,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000448_downsampled.jpg,ISIC_0000448_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000449_downsampled.jpg,ISIC_0000449_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000451_downsampled.jpg,ISIC_0000451_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000452_downsampled.jpg,ISIC_0000452_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000453_downsampled.jpg,ISIC_0000453_downsampled,NV,duplicate_family; quality_flag,downsampled_variant; very_low_sharpness,review_borderline,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000455_downsampled.jpg,ISIC_0000455_downsampled,NV,duplicate_family; quality_flag,downsampled_variant; very_low_sharpness,review_borderline,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000456_downsampled.jpg,ISIC_0000456_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000457_downsampled.jpg,ISIC_0000457_downsampled,NV,duplicate_family; quality_flag,downsampled_variant; very_low_sharpness,review_borderline,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000470.jpg,ISIC_0000470,NV,quality_flag,very_low_sharpness,review_borderline,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000473_downsampled.jpg,ISIC_0000473_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000483.jpg,ISIC_0000483,NV,quality_flag,very_low_sharpness,review_borderline,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000486.jpg,ISIC_0000486,NV,quality_flag,very_low_sharpness,review_borderline,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000501.jpg,ISIC_0000501,NV,quality_flag,very_low_sharpness,review_borderline,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000504_downsampled.jpg,ISIC_0000504_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000529_downsampled.jpg,ISIC_0000529_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000545.jpg,ISIC_0000545,NV,quality_flag,very_low_sharpness,review_borderline,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000546.jpg,ISIC_0000546,NV,quality_flag,very_low_sharpness,review_borderline,,,
C:\SKIN CANCER v2\DS\NV\ISIC_0000882_downsampled.jpg,ISIC_0000882_downsampled,NV,duplicate_family,downsampled_variant,review_manual,,,
