preprocessed_full_path,final_authoritative_label,class_index,pred_label_idx,pred_label_name,prob_NV,prob_MEL,prob_BCC,correct,error_type
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0013411_downsampled.jpg,MEL,1,0,NV,0.93959683,0.060391165,1.1979698e-05,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0013472_downsampled.jpg,MEL,1,0,NV,0.53958046,0.46033648,8.31145e-05,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0013565_downsampled.jpg,MEL,1,0,NV,0.8716297,0.12834844,2.180126e-05,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0013617_downsampled.jpg,MEL,1,0,NV,0.72232133,0.2776712,7.4484765e-06,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0013702_downsampled.jpg,MEL,1,0,NV,0.97124434,0.028745677,9.924476e-06,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0013839_downsampled.jpg,MEL,1,0,NV,0.7006959,0.29565373,0.0036504462,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0013969_downsampled.jpg,MEL,1,0,NV,0.90563047,0.0893296,0.0050398908,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0014255_downsampled.jpg,MEL,1,0,NV,0.8643009,0.13569155,7.521169e-06,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0014975_downsampled.jpg,MEL,1,0,NV,0.5815917,0.40418994,0.014218354,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0015082_downsampled.jpg,MEL,1,0,NV,0.8602453,0.10035575,0.03939893,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0015133_downsampled.jpg,MEL,1,0,NV,0.811554,0.18829505,0.00015094678,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0025081.jpg,MEL,1,0,NV,0.9877796,0.012213805,6.65217e-06,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0025316.jpg,MEL,1,0,NV,0.7723521,0.22661659,0.0010312749,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0025489.jpg,MEL,1,0,NV,0.83246106,0.16735739,0.00018154862,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0025964.jpg,MEL,1,0,NV,0.91792077,0.08084597,0.0012332334,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0026094.jpg,MEL,1,0,NV,0.56249213,0.2575759,0.17993201,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0026475.jpg,MEL,1,0,NV,0.99478394,0.005208441,7.601069e-06,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0026989.jpg,MEL,1,0,NV,0.99894696,0.0010528567,1.9509145e-07,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0027282.jpg,MEL,1,0,NV,0.5754171,0.14183255,0.28275034,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0027402.jpg,MEL,1,0,NV,0.99040586,0.007655219,0.0019388901,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0027663.jpg,MEL,1,0,NV,0.66924167,0.32730666,0.003451671,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0027797.jpg,MEL,1,0,NV,0.7736108,0.22537643,0.0010127474,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0028017.jpg,MEL,1,0,NV,0.95684266,0.042895943,0.00026145688,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0029021.jpg,MEL,1,0,NV,0.9310558,0.06665264,0.0022915395,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0029570.jpg,MEL,1,0,NV,0.6985098,0.30130103,0.00018922838,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0030129.jpg,MEL,1,0,NV,0.968075,0.031923838,1.1503673e-06,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0030134.jpg,MEL,1,0,NV,0.70795006,0.2852321,0.0068178535,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0030192.jpg,MEL,1,0,NV,0.74139637,0.21628773,0.04231594,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0030521.jpg,MEL,1,0,NV,0.56915325,0.428392,0.0024547316,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0030754.jpg,MEL,1,0,NV,0.9988979,0.0011011815,8.2140446e-07,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0030818.jpg,MEL,1,0,NV,0.99133027,0.008669188,5.375231e-07,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0031565.jpg,MEL,1,0,NV,0.9260665,0.073829815,0.00010367773,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0031977.jpg,MEL,1,0,NV,0.9283789,0.071612395,8.720684e-06,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0032433.jpg,MEL,1,0,NV,0.6154529,0.3830042,0.0015429559,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0032533.jpg,MEL,1,0,NV,0.9774006,0.022557864,4.1584823e-05,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0032645.jpg,MEL,1,0,NV,0.80692464,0.17375599,0.0193194,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0032812.jpg,MEL,1,0,NV,0.97982943,0.019524401,0.00064611254,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0032845.jpg,MEL,1,0,NV,0.63748217,0.35677037,0.0057474654,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0032872.jpg,MEL,1,0,NV,0.85974133,0.13234144,0.007917204,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0033004.jpg,MEL,1,0,NV,0.9338517,0.06610146,4.680339e-05,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0033178.jpg,MEL,1,0,NV,0.8635557,0.09567906,0.040765252,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0033216.jpg,MEL,1,0,NV,0.59845,0.4012488,0.00030117604,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0033619.jpg,MEL,1,0,NV,0.9936069,0.006108715,0.00028434143,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0033653.jpg,MEL,1,0,NV,0.884982,0.115015,3.0729739e-06,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0033679.jpg,MEL,1,0,NV,0.63645494,0.04419808,0.31934696,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0033812.jpg,MEL,1,0,NV,0.8448674,0.15511228,2.0316107e-05,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0033814.jpg,MEL,1,0,NV,0.8035184,0.1670308,0.029450739,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0033975.jpg,MEL,1,0,NV,0.7531024,0.22158387,0.025313742,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0033980.jpg,MEL,1,0,NV,0.9408672,0.0590064,0.00012643894,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0033986.jpg,MEL,1,0,NV,0.601046,0.39887118,8.275022e-05,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0034065.jpg,MEL,1,0,NV,0.993985,0.00581791,0.00019708136,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0034159.jpg,MEL,1,0,NV,0.7243871,0.27560508,7.806656e-06,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0034317.jpg,MEL,1,0,NV,0.664472,0.3322532,0.0032748012,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0053510.jpg,MEL,1,0,NV,0.98368305,0.016316704,2.0521792e-07,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0053828.jpg,MEL,1,0,NV,0.97994083,0.019744841,0.0003143775,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0054364.jpg,MEL,1,0,NV,0.54901856,0.4508951,8.6389286e-05,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0054444.jpg,MEL,1,0,NV,0.7866398,0.21333706,2.3156828e-05,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0054973.jpg,MEL,1,0,NV,0.9999782,2.1574151e-05,2.1439867e-07,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0055136.jpg,MEL,1,0,NV,0.6600011,0.33992282,7.606105e-05,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0055327.jpg,MEL,1,0,NV,0.99579525,0.00420444,3.2297268e-07,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0055438.jpg,MEL,1,0,NV,0.6745244,0.3252618,0.00021382375,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0055474.jpg,MEL,1,0,NV,0.7384853,0.26149258,2.2072181e-05,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0055714.jpg,MEL,1,0,NV,0.625495,0.37282386,0.0016811392,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0055911.jpg,MEL,1,0,NV,0.924982,0.065331556,0.00968651,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0056089.jpg,MEL,1,0,NV,0.974766,0.024804711,0.00042927387,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0056232.jpg,MEL,1,0,NV,0.9396992,0.060255773,4.498615e-05,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0056425.jpg,MEL,1,0,NV,0.65582794,0.010437421,0.3337346,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0056799.jpg,MEL,1,0,NV,0.571107,0.42417163,0.004721337,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0057032.jpg,MEL,1,0,NV,0.9999211,7.8818935e-05,1.0392462e-07,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0057534.jpg,MEL,1,0,NV,0.9644096,0.035337064,0.00025339596,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0057845.jpg,MEL,1,0,NV,0.98706645,0.012927592,5.9940894e-06,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0057864.jpg,MEL,1,0,NV,0.92004734,0.05800028,0.021952404,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0057914.jpg,MEL,1,0,NV,0.8641186,0.06613909,0.069742374,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0057973.jpg,MEL,1,0,NV,0.50521564,0.310193,0.18459132,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0058046.jpg,MEL,1,0,NV,0.8175451,0.18238993,6.48643e-05,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0058168.jpg,MEL,1,0,NV,0.9946403,0.0053597335,4.9841777e-08,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0058331.jpg,MEL,1,0,NV,0.98031497,0.0030338098,0.016651317,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0058383.jpg,MEL,1,0,NV,0.93593705,0.063994825,6.817246e-05,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0059178.jpg,MEL,1,0,NV,0.8748062,0.12519163,2.0520033e-06,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0059318.jpg,MEL,1,0,NV,0.92901266,0.070943564,4.3753902e-05,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0059330.jpg,MEL,1,0,NV,0.9878499,0.012146052,4.059282e-06,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0059423.jpg,MEL,1,0,NV,0.824835,0.17228307,0.0028819689,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0059443.jpg,MEL,1,0,NV,0.9916893,0.008310319,2.98551e-07,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0060033.jpg,MEL,1,0,NV,0.9985763,0.0014226325,1.0180653e-06,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0060239.jpg,MEL,1,0,NV,0.72002566,0.27380452,0.0061697806,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0060308.jpg,MEL,1,0,NV,0.89732283,0.09919926,0.003477888,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0060326.jpg,MEL,1,0,NV,0.4177112,0.333462,0.24882677,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0060525.jpg,MEL,1,0,NV,0.80394906,0.005280412,0.19077048,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0061629.jpg,MEL,1,0,NV,0.9875759,0.012419695,4.4147973e-06,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0062234.jpg,MEL,1,0,NV,0.92588234,0.07353569,0.00058196246,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0062325.jpg,MEL,1,0,NV,0.8721297,0.12777168,9.862074e-05,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0062389.jpg,MEL,1,0,NV,0.8376517,0.01755411,0.14479417,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0062712.jpg,MEL,1,0,NV,0.6684995,0.33146846,3.200138e-05,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0062734.jpg,MEL,1,0,NV,0.84794945,0.01841334,0.13363716,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0063081.jpg,MEL,1,0,NV,0.90751994,0.0924759,4.1051812e-06,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0063143.jpg,MEL,1,0,NV,0.6213597,0.37862006,2.0204576e-05,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0063266.jpg,MEL,1,0,NV,0.98509085,0.013623376,0.0012857089,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0063349.jpg,MEL,1,0,NV,0.9990158,0.0009828388,1.2751323e-06,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0064023.jpg,MEL,1,0,NV,0.9060646,0.09392089,1.4432623e-05,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0064072.jpg,MEL,1,0,NV,0.9269232,0.07306442,1.2411062e-05,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0064455.jpg,MEL,1,0,NV,0.67525685,0.32448027,0.00026283972,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0064472.jpg,MEL,1,0,NV,0.8223558,0.1776195,2.4689218e-05,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0064517.jpg,MEL,1,0,NV,0.97109115,0.027709479,0.0011993541,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0064672.jpg,MEL,1,0,NV,0.68783855,0.3080158,0.0041456576,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0066001.jpg,MEL,1,0,NV,0.7200717,0.27990046,2.7878925e-05,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0066094.jpg,MEL,1,0,NV,0.9163398,0.08336029,0.00029987312,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0066332.jpg,MEL,1,0,NV,0.55587775,0.40573755,0.038384747,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0066376.jpg,MEL,1,0,NV,0.9085025,0.09133219,0.00016524471,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0066593.jpg,MEL,1,0,NV,0.98438925,0.015435253,0.00017545639,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0066792.jpg,MEL,1,0,NV,0.91602093,0.07630734,0.007671705,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0066854.jpg,MEL,1,0,NV,0.58938915,0.3948985,0.015712349,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0067009.jpg,MEL,1,0,NV,0.98903066,0.010914108,5.5163775e-05,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0067417.jpg,MEL,1,0,NV,0.974841,0.02222803,0.002930947,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0067697.jpg,MEL,1,0,NV,0.930949,0.0690281,2.2992397e-05,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0068628.jpg,MEL,1,0,NV,0.9832818,0.01669238,2.5832489e-05,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0068721.jpg,MEL,1,0,NV,0.5776363,0.4024263,0.019937422,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0069536.jpg,MEL,1,0,NV,0.9973827,0.0025917243,2.562062e-05,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0069908.jpg,MEL,1,0,NV,0.7725902,0.19064926,0.036760524,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0070123.jpg,MEL,1,0,NV,0.9570861,0.0429135,2.9295472e-07,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0070521.jpg,MEL,1,0,NV,0.7763898,0.22360064,9.609096e-06,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0070601.jpg,MEL,1,0,NV,0.93969834,0.060300905,7.6294623e-07,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0070794.jpg,MEL,1,0,NV,0.9592855,0.040497143,0.00021735765,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0070961.jpg,MEL,1,0,NV,0.70489675,0.2850385,0.010064751,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0071559.jpg,MEL,1,0,NV,0.7474408,0.0087203225,0.24383885,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0071681.jpg,MEL,1,0,NV,0.9979526,0.0020449306,2.4813762e-06,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0071916.jpg,MEL,1,0,NV,0.76001847,0.23722857,0.0027529781,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0072195.jpg,MEL,1,0,NV,0.61029786,0.38911155,0.0005905847,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0072429.jpg,MEL,1,0,NV,0.92795825,0.06985101,0.0021907564,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0072439.jpg,MEL,1,0,NV,0.723415,0.2745672,0.0020178205,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0073119.jpg,MEL,1,0,NV,0.79988015,0.114556015,0.085563794,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0073127.jpg,MEL,1,0,NV,0.9886092,0.011386361,4.4783915e-06,False,MEL_as_NV
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0025409.jpg,MEL,1,2,BCC,0.13999991,0.21470284,0.6452972,False,MEL_as_BCC
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0032072.jpg,MEL,1,2,BCC,0.030055668,0.14566746,0.8242769,False,MEL_as_BCC
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0032182.jpg,MEL,1,2,BCC,7.626411e-06,0.115827136,0.8841652,False,MEL_as_BCC
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0033278.jpg,MEL,1,2,BCC,0.18640214,0.22031759,0.5932802,False,MEL_as_BCC
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0033820.jpg,MEL,1,2,BCC,0.24223906,0.14768244,0.61007845,False,MEL_as_BCC
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0053473.jpg,MEL,1,2,BCC,0.0003631754,0.04461162,0.9550252,False,MEL_as_BCC
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0053533.jpg,MEL,1,2,BCC,0.0005260316,0.01839647,0.9810775,False,MEL_as_BCC
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0053742.jpg,MEL,1,2,BCC,0.008295332,0.4717269,0.51997775,False,MEL_as_BCC
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0053791.jpg,MEL,1,2,BCC,0.016857864,0.29185733,0.6912848,False,MEL_as_BCC
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0054229.jpg,MEL,1,2,BCC,0.007828726,0.22265318,0.7695181,False,MEL_as_BCC
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0054465.jpg,MEL,1,2,BCC,0.018129732,0.15963832,0.822232,False,MEL_as_BCC
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0054756.jpg,MEL,1,2,BCC,0.06703339,0.19272721,0.7402394,False,MEL_as_BCC
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0055081.jpg,MEL,1,2,BCC,0.0052484972,0.19470902,0.80004245,False,MEL_as_BCC
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0055528.jpg,MEL,1,2,BCC,0.123110905,0.4333963,0.4434928,False,MEL_as_BCC
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0055960.jpg,MEL,1,2,BCC,0.0071442476,0.0072043296,0.9856514,False,MEL_as_BCC
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0058075.jpg,MEL,1,2,BCC,0.009637889,0.07502976,0.9153323,False,MEL_as_BCC
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0058599.jpg,MEL,1,2,BCC,0.00029614472,0.20140408,0.79829973,False,MEL_as_BCC
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0059209.jpg,MEL,1,2,BCC,0.45357242,0.0563941,0.49003345,False,MEL_as_BCC
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0059738.jpg,MEL,1,2,BCC,0.008363054,0.4397092,0.5519277,False,MEL_as_BCC
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0059992.jpg,MEL,1,2,BCC,6.4129774e-05,0.002010733,0.99792516,False,MEL_as_BCC
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0060150.jpg,MEL,1,2,BCC,0.0047022006,0.0035327298,0.9917651,False,MEL_as_BCC
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0061078.jpg,MEL,1,2,BCC,0.05527827,0.18055604,0.76416564,False,MEL_as_BCC
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0061945.jpg,MEL,1,2,BCC,0.014801685,0.26997435,0.7152239,False,MEL_as_BCC
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0062155.jpg,MEL,1,2,BCC,0.0037921674,0.09402796,0.90217984,False,MEL_as_BCC
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0062208.jpg,MEL,1,2,BCC,0.0065589114,0.35624376,0.6371974,False,MEL_as_BCC
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0062364.jpg,MEL,1,2,BCC,0.006222725,0.0021718377,0.9916054,False,MEL_as_BCC
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0063130.jpg,MEL,1,2,BCC,0.016173953,0.20938553,0.7744405,False,MEL_as_BCC
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0064393.jpg,MEL,1,2,BCC,0.053487357,0.114778146,0.8317345,False,MEL_as_BCC
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0064800.jpg,MEL,1,2,BCC,0.003999179,0.06793649,0.9280643,False,MEL_as_BCC
C:\SKIN CANCER v2\final DS\images\MEL\ISIC_0066564.jpg,MEL,1,2,BCC,0.00043383232,0.32671618,0.67284995,False,MEL_as_BCC
